,alt,data-gtm-event,data-gtm-event-action,data-gtm-event-category,href,src,subtitle,title,id,Year,century
75,"Clear leaded glass window with red, blue, green geometric shapes and American flags",Avery Coonley Playhouse: Triptych Window,Collection Landing,collection-nav,https://www.artic.edu/artworks/105203/avery-coonley-playhouse-triptych-window?page=2,"https://www.artic.edu/iiif/2/6a9f22b0-505d-402c-9249-f809cce9199e/full/600,/0/default.jpg",Frank Lloyd Wright,"Avery Coonley Playhouse: Triptych Window, 1912",75,1912,20
76,Impressionist painting of woman wearing green dress trying on hats,The Millinery Shop,Collection Landing,collection-nav,https://www.artic.edu/artworks/14572/the-millinery-shop?page=2,"https://www.artic.edu/iiif/2/5fe4e81e-72e0-041a-f04b-21a61fe7bbf5/full/600,/0/default.jpg",Hilaire Germain Edgar Degas,"The Millinery Shop, 1879/86",76,1879,19
77,"Painting of woman, arms crossed on brown desk, staring at goldfish",Woman before an Aquarium,Collection Landing,collection-nav,https://www.artic.edu/artworks/27984/woman-before-an-aquarium?page=2,"https://www.artic.edu/iiif/2/c92b56cc-eb5f-5dfc-bbdf-704dafaa64ee/full/600,/0/default.jpg",Henri Matisse,"Woman before an Aquarium, 1921/23",77,1921,20
78,"Portrait of man wearing voluminous black cloak, feathered hat, and gold medallion.",Old Man with a Gold Chain,Collection Landing,collection-nav,https://www.artic.edu/artworks/95998/old-man-with-a-gold-chain?page=2,"https://www.artic.edu/iiif/2/719e4a5a-74f8-a976-86b8-738b2090d76f/full/600,/0/default.jpg",Rembrandt Harmenszoon van Rijn,"Old Man with a Gold Chain, 1631",78,1631,17
79,A work made of oil on canvas.,Landscape at L'Estaque,Collection Landing,collection-nav,https://www.artic.edu/artworks/119521/landscape-at-l-estaque?page=2,"https://www.artic.edu/iiif/2/5ba3c400-3374-8bc1-de7e-880e68bb4171/full/600,/0/default.jpg",Georges Braque,"Landscape at L'Estaque, autumn 1906",79,1906,20
80,"Gold knife with figure on handle, round turquoise inlays on crown",Ceremonial Knife (Tumi),Collection Landing,collection-nav,https://www.artic.edu/artworks/18757/ceremonial-knife-tumi?page=2,"https://www.artic.edu/iiif/2/fd09cd06-d1e1-438c-4be8-f33f3f3e4570/full/600,/0/default.jpg",Chimú,"Ceremonial Knife (Tumi), A.D. 1100/1470",80,1100,12
81,A work made of oil on canvas.,Zapata,Collection Landing,collection-nav,https://www.artic.edu/artworks/40619/zapata?page=2,"https://www.artic.edu/iiif/2/8adb7307-56cb-4ab2-0e55-37d79ea37852/full/600,/0/default.jpg",José Clemente Orozco,"Zapata, 1930",81,1930,20
82,A work made of oil on canvas.,Hercules and the Lernaean Hydra,Collection Landing,collection-nav,https://www.artic.edu/artworks/20579/hercules-and-the-lernaean-hydra?page=2,"https://www.artic.edu/iiif/2/fba85e26-6f68-bef8-4b38-675e9fc13530/full/600,/0/default.jpg",Gustave Moreau,"Hercules and the Lernaean Hydra, 1875/76",82,1875,19
83,"Dark marine landscape painting with shadowy ships,  yellow setting sun",Nocturne: Blue and Gold—Southampton Water,Collection Landing,collection-nav,https://www.artic.edu/artworks/56905/nocturne-blue-and-gold-southampton-water?page=2,"https://www.artic.edu/iiif/2/be11296e-fe7c-9751-3763-b68c85150df2/full/600,/0/default.jpg",James McNeill Whistler,"Nocturne: Blue and Gold—Southampton Water, 1872",83,1872,19
84,"Two girls in acrobatic uniforms stand in an arena, one holds oranges.",Acrobats at the Cirque Fernando (Francisca and Angelina Wartenberg),Collection Landing,collection-nav,https://www.artic.edu/artworks/81558/acrobats-at-the-cirque-fernando-francisca-and-angelina-wartenberg?page=2,"https://www.artic.edu/iiif/2/724e2891-fbb8-5408-5b9e-10641fcc48dc/full/600,/0/default.jpg",Pierre-Auguste Renoir,"Acrobats at the Cirque Fernando (Francisca and Angelina Wartenberg), 1879",84,1879,19
85,"Women, children, and men are at a snow-covered open-air skating rink. People are skating, watching, or sitting. Mountains, trees and small houses can be seen in the background.",Love of Winter,Collection Landing,collection-nav,https://www.artic.edu/artworks/109780/love-of-winter?page=2,"https://www.artic.edu/iiif/2/cb3dfd4d-a84a-35fa-25cd-016b59ad1f43/full/600,/0/default.jpg",George Wesley Bellows,"Love of Winter, 1914",85,1914,20
86,"Vibrantly colored painting of nude woman lying, and man standing, in lush landscape.",Earthly Paradise,Collection Landing,collection-nav,https://www.artic.edu/artworks/144361/earthly-paradise?page=2,"https://www.artic.edu/iiif/2/52b27b3e-002f-f4be-1f30-730ea0962199/full/600,/0/default.jpg",Pierre Bonnard,"Earthly Paradise, 1916–20",86,1916,20
87,"Large marine landscape of boats on rough waves, storm clouds",Fishing Boats with Hucksters Bargaining for Fish,Collection Landing,collection-nav,https://www.artic.edu/artworks/4796/fishing-boats-with-hucksters-bargaining-for-fish?page=2,"https://www.artic.edu/iiif/2/1dc9c19d-6428-d879-11fb-9aa3f01c7410/full/600,/0/default.jpg",Joseph Mallord William Turner,"Fishing Boats with Hucksters Bargaining for Fish, 1837/38",87,1837,19
88,"Surrealist painting of cannon, artichokes, clock, train, desolate backdrop",The Philosopher's Conquest,Collection Landing,collection-nav,https://www.artic.edu/artworks/30839/the-philosopher-s-conquest?page=2,"https://www.artic.edu/iiif/2/92bcf359-1ebb-a125-686c-f24bf1e51dd4/full/600,/0/default.jpg",Giorgio de Chirico,"The Philosopher's Conquest, 1913/14",88,1913,20
89,Still life painting of dead waterfowl and vegetables in windowsill.,Still Life with Game Fowl,Collection Landing,collection-nav,https://www.artic.edu/artworks/84709/still-life-with-game-fowl?page=2,"https://www.artic.edu/iiif/2/6f301702-9f2c-91e1-81ed-ef00c3ddef41/full/600,/0/default.jpg",Juan Sánchez Cotán,"Still Life with Game Fowl, 1600/03",89,1600,17
90,"Historical black and white photographical portrait of Black man in a suit, gold frame.",Frederick Douglass,Collection Landing,collection-nav,https://www.artic.edu/artworks/145681/frederick-douglass?page=2,"https://www.artic.edu/iiif/2/ef4ad181-0594-e88f-5e7a-53c2cedf3ba8/full/600,/0/default.jpg",Samuel J. Miller,"Frederick Douglass, 1847/52",90,1847,19
91,"Large, dark painting of Jesus sitting with three standing soldiers",Jesus Mocked by the Soldiers,Collection Landing,collection-nav,https://www.artic.edu/artworks/16499/jesus-mocked-by-the-soldiers?page=2,"https://www.artic.edu/iiif/2/706b7622-9053-cee1-67ac-b48dd9129af2/full/600,/0/default.jpg",Édouard Manet,"Jesus Mocked by the Soldiers, 1865",91,1865,19
92,"Rectangles in brown, yellow, black and red, with lines and a circle on a white ground.",Painterly Realism of a Football Player—Color Masses in the 4th Dimension,Collection Landing,collection-nav,https://www.artic.edu/artworks/207293/painterly-realism-of-a-football-player-color-masses-in-the-4th-dimension?page=2,"https://www.artic.edu/iiif/2/0e00606e-ba41-f556-51b7-656a593ce8bc/full/600,/0/default.jpg",Kazimir Malevich,"Painterly Realism of a Football Player—Color Masses in the 4th Dimension, Summer/fall 1915",92,1915,20
93,"Charcoal drawing of two black men, exaggerated arms, standing in hilly landscape.",Harvest Talk,Collection Landing,collection-nav,https://www.artic.edu/artworks/111810/harvest-talk?page=2,"https://www.artic.edu/iiif/2/4354d0fe-6d13-1cdb-de38-d8e4b617aaaa/full/600,/0/default.jpg",Charles White,"Harvest Talk, 1953",93,1953,20
94,"Hazily painted red, white, and purple rectangles, horizontal against beige background.","Untitled (Purple, White, and Red)",Collection Landing,collection-nav,https://www.artic.edu/artworks/100472/untitled-purple-white-and-red?page=2,"https://www.artic.edu/iiif/2/8af81b4f-f2d9-37d8-cd16-e8e49174901a/full/600,/0/default.jpg",Mark Rothko,"Untitled (Purple, White, and Red), 1953",94,1953,20
95,"Bust of young boy with large eyes and long curly hair, looking to his side.",Bust of a Youth (Saint John the Baptist?),Collection Landing,collection-nav,https://www.artic.edu/artworks/73413/bust-of-a-youth-saint-john-the-baptist?page=2,"https://www.artic.edu/iiif/2/b026c0c8-4179-aebd-de3b-4734eab6c5cd/full/600,/0/default.jpg",Francesco Mochi,"Bust of a Youth (Saint John the Baptist?), 1630/40",95,1630,17
96,A seated man in solid red looks up to the right. His hands have cuffs and a large chain is seen at his right laying on the bench and then dropping down.,The Captive Slave,Collection Landing,collection-nav,https://www.artic.edu/artworks/193664/the-captive-slave?page=2,"https://www.artic.edu/iiif/2/3d67041b-126a-6230-74b7-abd5f7349dc9/full/600,/0/default.jpg",John Philip Simpson,"The Captive Slave, 1827",96,1827,19
97,Two large dark brown wood horned animal headdresses,Pair of Headdresses (Ci Wara Kunw),Collection Landing,collection-nav,https://www.artic.edu/artworks/189595/pair-of-headdresses-ci-wara-kunw?page=2,"https://www.artic.edu/iiif/2/dfef413d-ae96-b0f8-d99a-86f5862ea06c/full/600,/0/default.jpg",Bamana,"Pair of Headdresses (Ci Wara Kunw), Mid–19th/early 20th century",97,1850,19
98,"Mask with protruding stylized elephant trunk, red feather pom-pom, attached beard",Mask (Mukenga),Collection Landing,collection-nav,https://www.artic.edu/artworks/99539/mask-mukenga?page=2,"https://www.artic.edu/iiif/2/ab0c0ea4-bbea-2f85-dac0-95c7dad71919/full/600,/0/default.jpg",Kuba,"Mask (Mukenga), Late 19th/mid–20th century",98,1850,19
99,A work made of oil on canvas.,Madame Cézanne in a Yellow Chair,Collection Landing,collection-nav,https://www.artic.edu/artworks/62371/madame-cezanne-in-a-yellow-chair?page=2,"https://www.artic.edu/iiif/2/2e033a24-32bf-8460-225f-70f327dd3aa1/full/600,/0/default.jpg",Paul Cézanne,"Madame Cézanne in a Yellow Chair, 1888/90",99,1888,19
100,"Watercolor, boat debris and dark skinned man lie on beach, dark sky in background.","After the Hurricane, Bahamas",Collection Landing,collection-nav,https://www.artic.edu/artworks/16776/after-the-hurricane-bahamas?page=3,"https://www.artic.edu/iiif/2/64f69a97-74bb-59b3-e5db-b47b3509332d/full/600,/0/default.jpg",Winslow Homer,"After the Hurricane, Bahamas, 1899",100,1899,19
101,"Gold porcelain vase with flowers, birds, profile heads on handles",Londonderry Vase,Collection Landing,collection-nav,https://www.artic.edu/artworks/68769/londonderry-vase?page=3,"https://www.artic.edu/iiif/2/5d37d691-6935-f2a7-b603-95ee8123cd51/full/600,/0/default.jpg",Manufacture nationale de Sèvres,"Londonderry Vase, 1813",101,1813,19
102,"Woman composed of geometric shapes, clothed in yellow, reclines holding a book.",Reclining Woman,Collection Landing,collection-nav,https://www.artic.edu/artworks/153701/reclining-woman?page=3,"https://www.artic.edu/iiif/2/aed42f0f-0cde-031c-200f-f155442a1249/full/600,/0/default.jpg",Fernand Léger,"Reclining Woman, 1922",102,1922,20
103,"Vessel, with brown handle, in the shape of a human face, with geometric pattern on head warp.",Portrait Vessel of a Ruler,Collection Landing,collection-nav,https://www.artic.edu/artworks/91620/portrait-vessel-of-a-ruler?page=3,"https://www.artic.edu/iiif/2/95e09609-d732-5368-fa25-eeb76b96628e/full/600,/0/default.jpg",Moche,"Portrait Vessel of a Ruler, 100 B.C./A.D. 500",103,0,0
104,A heron’s silhouette sits amongst the brush in a golden hued forest,The Home of the Heron,Collection Landing,collection-nav,https://www.artic.edu/artworks/64724/the-home-of-the-heron?page=3,"https://www.artic.edu/iiif/2/43c9a463-8b77-f51d-0108-f785961c30a2/full/600,/0/default.jpg",George Inness,"The Home of the Heron, 1893",104,1893,19
105,"Painting of centaur with harp, in water, surrounded by mermaids and mermen.",In the Sea,Collection Landing,collection-nav,https://www.artic.edu/artworks/110507/in-the-sea?page=3,"https://www.artic.edu/iiif/2/4446bda7-53fe-0373-df4a-89974caeff28/full/600,/0/default.jpg",Arnold Böcklin,"In the Sea, 1883",105,1883,19
106,"Cubist style painting of seated woman, with brown, blue, green shapes",Portrait of Marevna,Collection Landing,collection-nav,https://www.artic.edu/artworks/7021/portrait-of-marevna?page=3,"https://www.artic.edu/iiif/2/7e327554-cb76-cafc-e59b-b9f07afb7b42/full/600,/0/default.jpg",Diego Rivera,"Portrait of Marevna, c. 1915",106,1915,20
107,A work made of transparency in light box.,The Flooded Grave,Collection Landing,collection-nav,https://www.artic.edu/artworks/157160/the-flooded-grave?page=3,"https://www.artic.edu/iiif/2/eb6f94a5-f2f6-84e7-f36a-18c10f597476/full/600,/0/default.jpg",Jeff Wall,"The Flooded Grave, 1998–2000",107,1998,20
108,"Against red background four men stand around another bound naked to a chair, his head covered.",Interrogation II,Collection Landing,collection-nav,https://www.artic.edu/artworks/100250/interrogation-ii?page=3,"https://www.artic.edu/iiif/2/58f1ebba-1880-2423-e00d-f8aa299442f0/full/600,/0/default.jpg",Leon Golub,"Interrogation II, 1981",108,1981,20
109,"Painting of Judith, naked, holding sword, with head of Holophernes",Judith,Collection Landing,collection-nav,https://www.artic.edu/artworks/4575/judith?page=3,"https://www.artic.edu/iiif/2/869f6cb1-ed86-2df9-ce28-4f35fbaa9c1f/full/600,/0/default.jpg",Jan Sanders van Hemessen,"Judith, c. 1540",109,1540,16
110,Small pastel drawing of woman in blue and pink dress with blue parrot.,A Young Lady with a Parrot,Collection Landing,collection-nav,https://www.artic.edu/artworks/103887/a-young-lady-with-a-parrot?page=3,"https://www.artic.edu/iiif/2/866a5111-e69c-ab0f-2bfc-407e6a337ac3/full/600,/0/default.jpg",Rosalba Carriera,"A Young Lady with a Parrot, c. 1730",110,1730,18
111,"Two figures stand at the gate of a multi-colored pathway, stars fill the sky.",Gasthof zur Muldentalsperre,Collection Landing,collection-nav,https://www.artic.edu/artworks/160226/gasthof-zur-muldentalsperre?page=3,"https://www.artic.edu/iiif/2/bfa5699a-d2f4-146c-8e79-8a6e8097fbdd/full/600,/0/default.jpg",Peter Doig,"Gasthof zur Muldentalsperre, 2000/02",111,2000,21
112,"Interior of warm colored room, woman sits on balcony, ocean behind her.",Interior at Nice,Collection Landing,collection-nav,https://www.artic.edu/artworks/2816/interior-at-nice?page=3,"https://www.artic.edu/iiif/2/470102f1-413f-c86f-6351-a62e99b25fe7/full/600,/0/default.jpg",Henri Matisse,"Interior at Nice, 1919 or 1920",112,1919,20
113,"A  pensive faced woman sits, slightly hunched, holding a book.",Interrupted Reading,Collection Landing,collection-nav,https://www.artic.edu/artworks/81512/interrupted-reading?page=3,"https://www.artic.edu/iiif/2/1975daf3-49fd-b6cf-ae62-f135a684c57d/full/600,/0/default.jpg",Jean Baptiste Camille Corot,"Interrupted Reading, c. 1870",113,1870,19
114,"Vertical black sculpture of rounded and rectangular shapes, suggesting a human figure.",Spoon Woman,Collection Landing,collection-nav,https://www.artic.edu/artworks/37761/spoon-woman?page=3,"https://www.artic.edu/iiif/2/66179033-542d-b810-32c5-c523d614d86a/full/600,/0/default.jpg",Alberto Giacometti,"Spoon Woman, 1926/27 (cast 1954)",114,1926,20
115,"Depiction of comic book style cup, alka seltzer dissolving in water",Alka Seltzer,Collection Landing,collection-nav,https://www.artic.edu/artworks/122054/alka-seltzer?page=3,"https://www.artic.edu/iiif/2/5ee2da59-250f-1981-72e9-04d4fa1e5619/full/600,/0/default.jpg",Roy Lichtenstein,"Alka Seltzer, 1966",115,1966,20
116,"Still-life painting, fish, open oysters, eel, lemon on tablecloth",Fish (Still Life),Collection Landing,collection-nav,https://www.artic.edu/artworks/44892/fish-still-life?page=3,"https://www.artic.edu/iiif/2/4b15ce06-46cb-93d0-417b-ef84469c0811/full/600,/0/default.jpg",Édouard Manet,"Fish (Still Life), 1864",116,1864,19
117,Photograph of six black leafless trees in stark winter landscape.,Chicago,Collection Landing,collection-nav,https://www.artic.edu/artworks/100089/chicago?page=3,"https://www.artic.edu/iiif/2/8700c4cf-f6f7-ed6e-dc86-5a4640687a1c/full/600,/0/default.jpg",Harry Callahan,"Chicago, 1950",117,1950,20
118,"Oil painting in cartoon style of gigantic, close-up brushstroke of paint, blue spatter",Brushstroke with Spatter,Collection Landing,collection-nav,https://www.artic.edu/artworks/24836/brushstroke-with-spatter?page=3,"https://www.artic.edu/iiif/2/cd0f7e37-b7cc-1c0b-6719-bf19d84c3c38/full/600,/0/default.jpg",Roy Lichtenstein,"Brushstroke with Spatter, 1966",118,1966,20
119,Four women with musical instruments lounge in a massive garden courtyard.,The Interior of the Palm House on the Pfaueninsel Near Potsdam,Collection Landing,collection-nav,https://www.artic.edu/artworks/144969/the-interior-of-the-palm-house-on-the-pfaueninsel-near-potsdam?page=3,"https://www.artic.edu/iiif/2/bbeddf7d-c60a-9159-868b-60582e88af1e/full/600,/0/default.jpg",Carl Blechen,"The Interior of the Palm House on the Pfaueninsel Near Potsdam, 1834",119,1834,19
120,A work made of oil on canvas.,The Watermill with the Great Red Roof,Collection Landing,collection-nav,https://www.artic.edu/artworks/869/the-watermill-with-the-great-red-roof?page=3,"https://www.artic.edu/iiif/2/a40f43d6-c6ac-93e4-4044-948312fac52e/full/600,/0/default.jpg",Meindert Hobbema,"The Watermill with the Great Red Roof, 1662/65",120,1662,17
